Index,Text
291,"This is The jealous mother, It was created by Mariam Aslamazian, created in 1947. It create on oil"
292,"This is Inconsolable grief, It was created by Mariam Aslamazian, created in 1959. It create on oil"
293,"This is Etude: ""hero's mother"", It was created by Mariam Aslamazian, created in 1947. It create on oil"
294,"This is An interior of old Armenian house, It was created by Mariam Aslamazian, created in 1942. It create on watercolor"
295,"This is The portrait of switchman, It was created by Mariam Aslamazian, created in 1935. It create on oil"
296,"This is My studio in Leningrad, It was created by Mariam Aslamazian, created in 1940. It create on oil"
297,"This is Lavinya on the sofa, It was created by Mariam Aslamazian, created in 1948. It create on oil"
298,"This is An autumn park, It was created by Mariam Aslamazian, created in 1959. It create on oil"
299,"This figurative is called Wine Crucifix, It was created by Arnulf Rainer, created in 1978. It follows the Neo-Expressionism style. "
300,"This abstract is called Backbone, It was created by Arnulf Rainer, created in 1979. It follows the Color Field Painting style. "
301,"This is The portrait of writer E. Khojik, It was created by Mariam Aslamazian, created in 1943. It create on oil"
302,"This portrait is called Untitled (Death Mask), It was created by Arnulf Rainer, created in 1978. It follows the Neo-Expressionism style. "
303,"This self-portrait is called Untitled (Face Farce), It was created by Arnulf Rainer, created in 1971. It follows the Neo-Expressionism style. "
304,"This self-portrait is called Krass, It was created by Arnulf Rainer, created in 1973. It follows the Neo-Expressionism style. "
305,"This figurative is called The Water is a Naked Box, It was created by Arnulf Rainer, created in 1950. It follows the Surrealism style. "
306,"This abstract is called Blume, It was created by Arnulf Rainer, created in 1957. It follows the Action painting,Surrealism style. "
307,"This poster is called Moderne Galerie Theatiner-Maffeistr., It was created by Max Oppenheimer, created in 1911. It follows the Expressionism style. It create on lithography"
308,"This genre painting is called Six-day race, It was created by Max Oppenheimer, created in 1929. It follows the Expressionism,Futurism style. "
309,"This self-portrait is called A Nose Adjustment (Face Farce), It was created by Arnulf Rainer, created in 1971. It follows the Neo-Expressionism style. "
310,"This portrait is called Portrait of the Novelist Thomas Mann, It was created by Max Oppenheimer, created in 1940. It follows the Expressionism style. "
311,"This is The portrait of N. Zaryan, It was created by Mariam Aslamazian, created in 1946. It create on oil"
312,"This genre painting is called Painting and music, It was created by Max Oppenheimer, created in 1919. It follows the Expressionism style. "
313,"This genre painting is called Rose Quartett, It was created by Max Oppenheimer, created in 1932. It follows the Expressionism style. "
314,"This still life is called The World War, It was created by Max Oppenheimer, created in 1916. It follows the Expressionism style. "
315,"This abstract is called Johann Wolfgang von Goethe, It was created by Arnulf Rainer, created in 1982. It follows the Action painting style. "
316,"This genre painting is called Chess Player, It was created by Max Oppenheimer, created in 1916. It follows the Expressionism style. "
317,"This design is called Quartet Poster, It was created by Max Oppenheimer, created in 1915. It follows the Expressionism style. "
318,"This design is called The Klinger Quartet, It was created by Max Oppenheimer, created in 1916. It follows the Expressionism style. "
319,"This genre painting is called Operation, It was created by Max Oppenheimer, created in 1912. It follows the Expressionism style. "
320,"This portrait is called Mother and Son, It was created by Max Oppenheimer, created in 1911. It follows the Expressionism style. "
321,"This portrait is called Head of the Diver (Deny Your Birth), It was created by Arnulf Rainer, created in 1950. It follows the Surrealism style. "
322,"This genre painting is called Orchestra, It was created by Max Oppenheimer, created in 1923. It follows the Expressionism,Futurism style. "
323,"This is Near the spinning wheel, It was created by Mariam Aslamazian, created in 1954. It create on oil"
324,"This self-portrait is called Untitled (Face Farce), It was created by Arnulf Rainer, created in 1971. It follows the Neo-Expressionism style. "
325,"This genre painting is called Condemnation, It was created by Max Oppenheimer, created in 1913. It follows the Expressionism style. "
326,"This portrait is called Portrait of Ferruccio Busoni, It was created by Max Oppenheimer, created in 1916. It follows the Expressionism,Cubism style. "
327,"This genre painting is called I Refuse to Be Invisible, It was created by Njideka Akunyili Crosby, created in 2010. It follows the Postcolonial art style. "
328,"This figurative is called Lowbrow (And Still the Loser) (Label Series), It was created by Luke Chueh, created in 2010. It follows the Lowbrow Art style. "
329,"This figurative is called Stitch & Cut, It was created by Luke Chueh, created in 2010. It follows the Lowbrow Art style. "
330,"This figurative is called Elevator, It was created by Dana Schutz, created in 2017. It follows the Neo-Expressionism style. "
331,"This portrait is called Summer, It was created by Luis Álvarez Roure. It follows the Classical Realism style. It create on oil"
332,"This figurative is called Shame, It was created by Dana Schutz, created in 2017. It follows the Neo-Expressionism style. "
333,"This figurative is called Slow Motion Shower, It was created by Dana Schutz, created in 2015. It follows the Neo-Expressionism style. "
334,"This is Reel 35, It was created by Marc Horowitz. "
335,"This portrait is called Bleeding, It was created by Max Oppenheimer, created in 1911. It follows the Expressionism style. "
336,"This sculpture is called Felt Coils, It was created by Kate Carr. It follows the Neo-Minimalism style. "
337,"This figurative is called VERTICAL APPROACH, It was created by Rah Crawford, created in 2012. It follows the Neo-Pop Art style. "
338,"This sculpture is called Fabric Stack 8, It was created by Kate Carr. It follows the Neo-Minimalism style. "
339,"This portrait is called Philip Glass, It was created by Luis Álvarez Roure. It follows the Classical Realism style. It create on oil"
340,"This figurative is called ARTIST'S SKULL, It was created by Rah Crawford, created in 2015. It follows the Neo-Pop Art style. "
341,"This figurative is called The Proccession, It was created by Rah Crawford, created in 2012. It follows the Neo-Pop Art style. "
342,"This figurative is called Gelede, It was created by Laolu Senbanjo, created in 2017. It follows the Yoruba,Neo-Pop Art style. It create on acrylic"
343,"This figurative is called SOUPLESS, It was created by Rah Crawford, created in 2015. It follows the Neo-Pop Art style. "
344,"This figurative is called ETERNAL KISS, It was created by Rah Crawford, created in 2010. It follows the Neo-Pop Art style. "
345,"This figurative is called Osun, It was created by Laolu Senbanjo, created in 2017. It follows the Yoruba,Neo-Pop Art style. It create on acrylic"
346,"This figurative is called Apple Music, It was created by Laolu Senbanjo, created in 2019. It follows the Yoruba,Neo-Pop Art style. "
347,"This abstract is called Untitled, It was created by Laolu Senbanjo. It follows the Yoruba,Neo-Pop Art style. "
